"inquisit.version","computer.platform","startdate","starttime","subjectid","groupid","sessionid","elapsedtime","completed","exp_condition","releasecondition","weathercondition","maxnr_fishinpond","maxnr_trips","fixedsampling","reward","total_winnings","lstotalearnings","tripcount","successtrip","totalfishingcount","lstotalfishingcount","adj_totalfishingcount","total_suddenends","lstotalend","avg_fishingcount","adjavg_fishingcount","mean_castlatency"
"6.6.1","mac","2023-09-07","13:46:27","R_3KvxvbwgqrsMCiW","979721793","1","115295","1","2","1","2","32","10","0","5","85","/0/0/0/0/0/0/0/35/50/0","10","2","76","/15/7/14/4/8/4/5/7/10/2","17","8","/1/1/1/1/1/1/1/0/0/1","7.5999999999999996447","8.5","28363"
"6.6.1","win","2023-09-07","13:46:39","R_2eQ1AxLd5rQJwO4","979721797","1","119032","1","2","1","2","32","10","0","5","215","/35/40/0/30/30/30/30/0/0/20","10","7","61","/7/8/8/6/6/6/6/5/5/4","43","3","/0/0/1/0/0/0/0/1/1/0","6.0999999999999996447","6.1428571428571432378","7117"
"6.6.3","and","2023-09-07","13:47:03","R_3lQDTjv9H70NPuG","979721790","1","92928","1","2","1","2","32","10","0","5","180","/0/0/10/5/15/20/25/30/75/0","10","8","42","/3/0/2/1/3/4/5/6/15/3","36","2","/1/0/0/0/0/0/0/0/0/1","4.2000000000000001776","4.5","10640.6666666666660603369"
"6.6.1","win","2023-09-07","13:48:13","R_1IW5H4noHpyRDAy","979721805","1","97553","1","2","1","2","32","10","0","5","175","/0/0/0/0/50/0/75/50/0/0","10","3","97","/10/9/5/9/10/3/15/10/15/11","35","7","/1/1/1/1/0/1/0/0/1/1","9.6999999999999992895","11.6666666666666660745","3687.8181818181819835445"
"6.6.1","win","2023-09-07","13:39:39","R_DwoRPrKB5R1UOlP","979721759","1","588893","1","2","1","2","32","10","0","5","260","/20/25/25/25/30/35/35/35/0/30","10","9","59","/4/5/5/5/6/7/7/7/7/6","52","1","/0/0/0/0/0/0/0/0/1/0","5.9000000000000003553","5.7777777777777776791","11043.3333333333339396631"
"6.6.1","win","2023-09-07","10:46:49","R_BAk4cOQeOUu1TSV","979721788","1","174339","1","2","1","2","32","10","0","5","280","/40/80/0/120/0/0/0/40/0/0","10","4","109","/8/16/2/24/22/4/2/8/9/14","56","6","/0/0/1/0/1/1/1/0/1/1","10.9000000000000003553","14","6502.6428571428568830015"
"6.6.1","win","2023-09-07","10:48:35","R_3DjXJxXDTzbVFlk","979721809","1","74478","1","2","1","2","32","10","0","5","265","/25/25/35/45/0/55/0/0/35/45","10","7","66","/5/5/7/9/3/11/9/1/7/9","53","3","/0/0/0/0/1/0/1/1/0/0","6.5999999999999996447","7.5714285714285711748","2169.4444444444443433895"
"6.6.1","win","2023-09-07","12:49:07","R_qx73fSA5Rcq77nH","979721789","1","46362","1","2","1","2","32","10","0","5","300","/20/0/80/80/0/45/0/40/0/35","10","6","102","/4/25/16/16/8/9/5/8/4/7","60","4","/0/1/0/0/1/0/1/0/1/0","10.1999999999999992895","10","2886"
"6.6.1","win","2023-09-07","13:47:21","R_1IY1gBVtQrwfens","979721778","1","162167","1","2","1","2","32","10","0","5","145","/20/5/20/10/25/5/10/35/10/5","10","10","29","/4/1/4/2/5/1/2/7/2/1","29","0","/0/0/0/0/0/0/0/0/0/0","2.8999999999999999112","2.8999999999999999112","61157"
"6.6.1","win","2023-09-07","13:47:06","R_1KsdkR5HnTD45tD","979721774","1","185896","1","2","1","2","32","10","0","5","415","/35/40/0/40/40/40/50/50/70/50","10","9","92","/7/8/9/8/8/8/10/10/14/10","83","1","/0/0/1/0/0/0/0/0/0/0","9.1999999999999992895","9.2222222222222214327","3910.0999999999999090505"
"6.6.1","win","2023-09-07","13:47:50","R_PNxK4vq2ttqfQRj","979721803","1","151283","1","2","1","2","32","10","0","5","160","/25/25/0/20/25/20/0/20/0/25","10","7","45","/5/5/5/4/5/4/3/4/5/5","32","3","/0/0/1/0/0/0/1/0/1/0","4.5","4.5714285714285711748","13432.6000000000003637979"
"6.6.1","win","2023-09-07","12:49:52","R_eG9PCTERByHPtyV","979721796","1","158760","1","2","1","2","32","10","0","5","475","/5/40/80/70/0/40/80/80/80/0","10","8","121","/1/8/16/14/15/8/16/16/16/11","95","2","/0/0/0/0/1/0/0/0/0/1","12.0999999999999996447","11.875","5145.9090909090909917722"
"6.6.1","mac","2023-09-07","13:48:40","R_3EaFHHSD0OqDNNY","979721791","1","116084","1","2","1","2","32","10","0","5","220","/0/0/30/20/5/45/0/35/35/50","10","7","95","/28/22/6/4/1/9/1/7/7/10","44","3","/1/1/0/0/0/0/1/0/0/0","9.5","6.2857142857142855874","2620.9000000000000909495"
"6.6.1","win","2023-09-07","10:48:17","R_pKu85xiZAILWxIR","979721798","1","140237","1","2","1","2","32","10","0","5","260","/25/25/5/40/0/30/40/45/20/30","10","9","56","/5/5/1/8/4/6/8/9/4/6","52","1","/0/0/0/0/1/0/0/0/0/0","5.5999999999999996447","5.7777777777777776791","8755.5"
"6.6.1","win","2023-09-07","12:49:03","R_3GkxlKVcUyxTYEV","979721814","1","107048","1","2","1","2","32","10","0","5","370","/25/0/55/0/50/50/65/70/0/55","10","7","102","/5/5/11/13/10/10/13/14/10/11","74","3","/0/1/0/1/0/0/0/0/1/0","10.1999999999999992895","10.5714285714285711748","2917.9090909090909917722"
"6.6.1","win","2023-09-07","12:47:09","R_21H4yJdNbBfxBlX","979721792","1","226294","1","2","1","2","32","10","0","5","315","/55/80/20/60/0/30/30/0/40/0","10","7","88","/11/16/4/12/14/6/6/4/8/7","63","3","/0/0/0/0/1/0/0/1/0/1","8.8000000000000007105","9","16049.714285714286233997"
"6.6.1","win","2023-09-07","13:48:34","R_z73QCT9Y9rV8tfX","979721810","1","142904","1","2","1","2","32","10","0","5","420","/15/35/10/70/35/0/70/25/125/35","10","9","105","/3/7/2/14/7/21/14/5/25/7","84","1","/0/0/0/0/0/1/0/0/0/0","10.5","9.3333333333333339255","6602.5714285714284415008"
"6.6.1","win","2023-09-07","10:49:09","R_1jrC5Jy5Why1ogc","979721811","1","109195","1","2","1","2","32","10","0","5","410","/80/125/0/0/0/85/120/0/0/0","10","4","164","/16/25/3/29/11/17/24/15/21/3","82","6","/0/0/1/1/1/0/0/1/1/1","16.3999999999999985789","20.5","14121.3333333333339396631"
"6.6.1","win","2023-09-07","13:49:07","R_sG1UgNnkLObLUkh","979721813","1","121026","1","2","1","2","32","10","0","5","335","/30/0/65/30/75/40/40/0/40/15","10","8","75","/6/2/13/6/15/8/8/6/8/3","67","2","/0/1/0/0/0/0/0/1/0/0","7.5","8.375","13338.6666666666660603369"
"6.6.1","win","2023-09-07","13:49:29","R_1gTKhjA66t9zEsN","979721818","1","104108","1","2","1","2","32","10","0","5","460","/0/85/115/0/0/100/105/0/0/55","10","5","186","/25/17/23/21/20/20/21/14/14/11","92","5","/1/0/0/1/1/0/0/1/1/0","18.6000000000000014211","18.3999999999999985789","3346.5454545454545041139"
"6.6.1","win","2023-09-07","12:50:27","R_1fl0pmogt9w6Fi9","979721824","1","59149","1","2","1","2","32","10","0","5","220","/5/15/0/65/0/35/35/0/25/40","10","7","81","/1/3/21/13/13/7/7/3/5/8","44","3","/0/0/1/0/1/0/0/1/0/0","8.0999999999999996447","6.2857142857142855874","3362.625"
"6.6.1","mac","2023-09-07","12:50:55","R_3MapDTexdvPP8sd","979721826","1","50851","1","2","1","2","32","10","0","5","260","/50/0/0/40/50/0/0/40/40/40","10","7","98","/10/0/25/8/10/12/9/8/8/8","52","3","/0/0/1/0/0/1/1/0/0/0","9.8000000000000007105","7.4285714285714288252","2612.625"
"6.6.1","win","2023-09-07","10:51:20","R_28USiK1AZto53CZ","979721779","1","30402","1","2","1","2","32","10","0","5","75","/0/0/0/15/20/0/0/10/15/15","10","5","34","/3/5/4/3/4/4/3/2/3/3","15","5","/1/1/1/0/0/1/1/0/0/0","3.3999999999999999112","3","3210"
"6.6.1","mac","2023-09-07","10:50:34","R_30cWPABEEvCVRK7","979721821","1","77509","1","2","1","2","32","10","0","5","270","/0/20/25/50/0/80/0/0/35/60","10","6","87","/4/4/5/10/6/16/16/7/7/12","54","4","/1/0/0/0/1/0/1/1/0/0","8.6999999999999992895","9","2838.6666666666665150842"
"6.6.1","win","2023-09-07","12:49:53","R_27VBtwxMg26dwl6","979721822","1","118702","1","2","1","2","32","10","0","5","280","/40/0/15/30/35/65/0/40/0/55","10","7","79","/8/5/3/6/7/13/14/8/4/11","56","3","/0/1/0/0/0/0/1/0/1/0","7.9000000000000003553","8","2944.6363636363635123416"
"6.6.0","win","2023-09-07","13:48:36","R_3oRtZBUuyQIzjW2","979721808","1","197740","1","2","1","2","32","10","0","5","260","/15/20/15/20/85/85/0/0/0/20","10","7","74","/3/4/3/4/17/17/13/1/8/4","52","3","/0/0/0/0/0/0/1/1/1/0","7.4000000000000003553","7.4285714285714288252","12396.25"
"6.6.1","win","2023-09-07","13:50:14","R_1Qi83iszFQ0WL5Q","979721820","1","107143","1","2","1","2","32","10","0","5","150","/0/20/30/0/0/20/25/30/25/0","10","6","47","/5/4/6/5/5/4/5/6/5/2","30","4","/1/0/0/1/1/0/0/0/0/1","4.7000000000000001776","5","21323"
"6.6.0","win","2023-09-07","10:50:03","R_2vf58nvCViEvQUq","979721819","1","133767","1","2","1","2","32","10","0","5","320","/0/20/35/75/115/0/0/0/30/45","10","6","93","/6/4/7/15/23/4/16/3/6/9","64","4","/1/0/0/0/0/1/1/1/0/0","9.3000000000000007105","10.6666666666666660745","5298.4444444444443433895"
"6.6.1","win","2023-09-07","12:48:22","R_WwEfWnIuJztZ86B","979721801","1","239779","1","2","1","2","32","10","0","5","380","/35/0/90/100/0/0/0/80/75/0","10","5","139","/7/24/18/20/1/12/18/16/15/8","76","5","/0/1/0/0/1/1/1/0/0/1","13.9000000000000003553","15.1999999999999992895","12791.125"
"6.6.1","mac","2023-09-07","10:51:42","R_3PLcU5uRTBR4pa7","979721828","1","71925","1","2","1","2","32","10","0","5","100","/15/0/0/20/10/15/10/10/10/10","10","8","24","/3/3/1/4/2/3/2/2/2/2","20","2","/0/1/1/0/0/0/0/0/0/0","2.3999999999999999112","2.5","10400"
"6.6.1","win","2023-09-07","11:51:33","R_3iWGWtS2HTHLdTp","979721823","1","85013","1","2","1","2","32","10","0","5","140","/0/25/0/0/20/0/20/25/25/25","10","6","45","/2/5/6/2/4/7/4/5/5/5","28","4","/1/0/1/1/0/1/0/0/0/0","4.5","4.6666666666666669627","5822.6000000000003637979"
"6.6.1","mac","2023-09-07","11:49:20","R_2TY9lXw3T6KC85o","979721812","1","223653","1","2","1","2","32","10","0","5","185","/0/30/35/40/80/0/0/0/0/0","10","5","82","/7/6/7/8/16/0/2/19/12/5","37","5","/1/0/0/0/0/0/1/1/1/1","8.1999999999999992895","7.4000000000000003553","17699.7999999999992724042"
"6.6.1","win","2023-09-07","13:51:24","R_3oBp1lPORZeOyUr","979721825","1","113829","1","2","1","2","32","10","0","5","275","/25/0/25/40/0/25/40/50/70/0","10","7","79","/5/4/5/8/6/5/8/10/14/14","55","3","/0/1/0/0/1/0/0/0/0/1","7.9000000000000003553","7.8571428571428567622","2779.7142857142857792496"
"6.6.1","win","2023-09-07","13:52:07","R_yL3cXu4jO1MPMit","979721783","1","89556","1","2","1","2","32","10","0","5","200","/0/10/55/0/45/0/0/25/35/30","10","6","72","/11/2/11/11/9/7/3/5/7/6","40","4","/1/0/0/1/0/1/1/0/0/0","7.2000000000000001776","6.6666666666666669627","7695.3333333333330301684"
"6.6.1","win","2023-09-07","10:52:29","R_1Qz9meP0vh7aaxI","979721832","1","67794","1","2","1","2","32","10","0","5","240","/0/0/80/0/80/0/0/80/0/0","10","3","151","/26/21/16/8/16/16/3/16/10/19","48","7","/1/1/0/1/0/1/1/0/1/1","15.0999999999999996447","16","1887.5789473684210406645"
"6.6.1","win","2023-09-07","10:52:30","R_25F7st5HXdkBAMO","979721830","1","85716","1","2","1","2","32","10","0","5","60","/15/5/5/5/5/5/5/5/5/5","10","10","12","/3/1/1/1/1/1/1/1/1/1","12","0","/0/0/0/0/0/0/0/0/0/0","1.1999999999999999556","1.1999999999999999556","21636"
"6.6.1","win","2023-09-07","12:47:32","R_2dXzdrfEWFsN2YQ","979721794","1","388125","1","2","1","2","32","10","0","5","260","/100/0/0/0/0/0/45/0/40/75","10","4","149","/20/15/21/24/18/11/9/8/8/15","52","6","/0/1/1/1/1/1/0/1/0/0","14.9000000000000003553","13","5005.4666666666662422358"
"6.6.1","win","2023-09-07","13:52:51","R_3jZoUPvrh9ok0Ks","979721838","1","70978","1","2","1","2","32","10","0","5","250","/10/35/50/0/0/0/40/0/60/55","10","6","88","/2/7/10/16/12/5/8/5/12/11","50","4","/0/0/0/1/1/1/0/1/0/0","8.8000000000000007105","8.3333333333333339255","1152.2727272727272520569"
"6.6.1","win","2023-09-07","13:53:09","R_1mCt7RINxvPy4NI","979721839","1","88688","1","2","1","2","32","10","0","5","295","/20/30/35/0/40/40/35/35/0/60","10","8","90","/4/6/7/9/8/8/7/7/22/12","59","2","/0/0/0/1/0/0/0/0/1/0","9","7.375","3014.75"
"6.6.1","win","2023-09-07","13:52:26","R_zchDKPoEm0BVCAF","979721836","1","146017","1","2","1","2","32","10","0","5","245","/0/25/35/5/60/60/0/0/60/0","10","6","97","/9/5/7/1/12/12/24/5/12/10","49","4","/1/0/0/0/0/0/1/1/0/1","9.6999999999999992895","8.1666666666666660745","5585.8000000000001818989"
"6.6.1","win","2023-09-07","12:52:14","R_1Hi6Ajqj00p025U","979721833","1","163270","1","2","1","2","32","10","0","5","370","/30/45/0/0/45/55/95/100/0/0","10","6","139","/6/9/11/13/9/11/19/20/26/15","74","4","/0/0/1/1/0/0/0/0/1/1","13.9000000000000003553","12.3333333333333339255","5790.1999999999998181011"
"6.6.1","win","2023-09-07","12:53:04","R_2YRmVJW52hWxXXG","979721831","1","125404","1","2","1","2","32","10","0","5","250","/0/0/15/20/30/25/40/45/40/35","10","8","64","/10/4/3/4/6/5/8/9/8/7","50","2","/1/1/0/0/0/0/0/0/0/0","6.4000000000000003553","6.25","13404.1428571428568830015"
"6.6.1","win","2023-09-07","13:52:49","R_UWw7zKxejDMVtR","979721829","1","140573","1","2","1","2","32","10","0","5","210","/0/0/0/25/0/35/0/30/60/60","10","5","118","/23/31/5/5/11/7/6/6/12/12","42","5","/1/1/1/0/1/0/1/0/0/0","11.8000000000000007105","8.4000000000000003553","5367.75"
"6.6.0","win","2023-09-07","12:53:32","R_UfGxrcnqInI3fep","979721843","1","107443","1","2","1","2","32","10","0","5","150","/15/15/15/15/15/20/20/20/15/0","10","9","33","/3/3/3/3/3/4/4/4/3/3","30","1","/0/0/0/0/0/0/0/0/0/1","3.2999999999999998224","3.3333333333333334814","13449.3333333333339396631"
"6.6.1","win","2023-09-07","12:53:51","R_2ylWJmvwNrZOSqg","979721842","1","108674","1","2","1","2","32","10","0","5","170","/15/20/35/30/40/0/0/15/15/0","10","7","41","/3/4/7/6/8/2/2/3/3/3","34","3","/0/0/0/0/0/1/1/0/0/1","4.0999999999999996447","4.8571428571428567622","9527.6666666666660603369"
"6.6.0","win","2023-09-07","12:54:46","R_2b1ToXjHY48yFod","979721851","1","58825","1","2","1","2","32","10","0","5","50","/5/5/5/5/5/5/5/5/5/5","10","10","10","/1/1/1/1/1/1/1/1/1/1","10","0","/0/0/0/0/0/0/0/0/0/0","1","1","13295"
"6.6.3","and","2023-09-07","13:55:13","R_10BFbhJxKZnzu2k","979721844","1","92358","1","2","1","2","32","10","0","5","180","/0/0/0/10/60/80/0/0/30/0","10","4","101","/29/5/4/2/12/16/13/7/6/7","36","6","/1/1/1/0/0/0/1/1/0/1","10.0999999999999996447","9","6905.2857142857146754977"
"6.6.3","and","2023-09-07","12:55:12","R_5BgoKYpntSXdpIJ","979721852","1","68004","1","2","1","2","32","10","0","5","130","/0/0/25/25/35/0/25/20/0/0","10","6","35","/1/0/5/5/7/1/5/4/1/6","26","4","/1/0/0/0/0/1/0/0/1/1","3.5","4.3333333333333330373","3480.1666666666665150842"
"6.6.1","win","2023-09-07","13:53:47","R_1pSihpR0gfDMjMD","979721841","1","160382","1","2","1","2","32","10","0","5","275","/30/40/50/0/0/0/35/40/40/40","10","7","67","/6/8/10/8/1/3/7/8/8/8","55","3","/0/0/0/1/1/1/0/0/0/0","6.7000000000000001776","7.8571428571428567622","7330.625"
"6.6.1","win","2023-09-07","12:55:18","R_2WOoMHpj8IaFsDy","979721856","1","83832","1","2","1","2","32","10","0","5","155","/25/0/0/0/40/0/0/25/40/25","10","5","71","/5/13/2/10/8/8/7/5/8/5","31","5","/0/1/1/1/0/1/1/0/0/0","7.0999999999999996447","6.2000000000000001776","6341.6000000000003637979"
"6.6.1","win","2023-09-07","13:55:27","R_3kyRwEiMXUJIzzu","979721863","1","76235","1","2","1","2","32","10","0","5","470","/25/45/90/0/85/0/50/75/70/30","10","8","142","/5/9/18/31/17/17/10/15/14/6","94","2","/0/0/0/1/0/1/0/0/0/0","14.1999999999999992895","11.75","5327.6666666666669698316"
"6.6.1","win","2023-09-07","13:53:31","R_3Kq4eG5ZGPzmSay","979721837","1","191506","1","2","1","2","32","10","0","5","330","/0/20/55/0/60/0/55/0/35/105","10","6","93","/6/4/11/4/12/6/11/11/7/21","66","4","/1/0/0/1/0/1/0/1/0/0","9.3000000000000007105","11","1324.1904761904761471669"
"6.6.1","win","2023-09-07","13:53:49","R_1GPOSMWccRipkVz","979721840","1","177490","1","2","1","2","32","10","0","5","185","/0/50/0/0/25/35/0/35/0/40","10","5","73","/5/10/13/6/5/7/10/7/2/8","37","5","/1/0/1/1/0/0/1/0/1/0","7.2999999999999998224","7.4000000000000003553","5901.625"
"6.6.1","win","2023-09-07","10:54:49","R_2qw6i9A9bqHL1mn","979721846","1","119941","1","2","1","2","32","10","0","5","285","/40/0/40/50/0/50/0/50/0/55","10","6","77","/8/2/8/10/6/10/6/10/6/11","57","4","/0/1/0/0/1/0/1/0/1/0","7.7000000000000001776","9.5","5534.4545454545450411388"
"6.6.1","win","2023-09-07","10:59:21","R_qwmKQ5XKqqrFdYt","979721807","1","63544","1","2","1","2","32","10","0","5","175","/35/0/0/30/0/0/20/25/30/35","10","6","57","/7/10/7/6/4/1/4/5/6/7","35","4","/0/1/1/0/1/1/0/0/0/0","5.7000000000000001776","5.8333333333333330373","2681"
"6.6.1","win","2023-09-07","12:55:54","R_1hASHBtQH5yB0Zr","979721857","1","81569","1","2","1","2","32","10","0","5","145","/25/0/30/0/0/15/15/15/20/25","10","7","40","/5/5/6/3/3/3/3/3/4/5","29","3","/0/1/0/1/1/0/0/0/0/0","4","4.1428571428571432378","4440.3999999999996362021"
"6.6.1","win","2023-09-07","13:58:04","R_3maYYTlreuUAFgw","979721870","1","76959","1","2","1","2","32","10","0","5","275","/0/0/40/50/0/75/0/55/0/55","10","5","112","/15/3/8/10/20/15/14/11/5/11","55","5","/1/1/0/0/1/0/1/0/1/0","11.1999999999999992895","11","2507.4545454545454958861"
"6.6.1","win","2023-09-07","10:55:37","R_3Pt41j7LWnQEikZ","979721860","1","124912","1","2","1","2","32","10","0","5","180","/10/10/15/15/15/20/20/25/25/25","10","10","36","/2/2/3/3/3/4/4/5/5/5","36","0","/0/0/0/0/0/0/0/0/0/0","3.6000000000000000888","3.6000000000000000888","5095.1999999999998181011"
"6.6.1","win","2023-09-07","13:56:47","R_1gcgFcZF0qmbijO","979721861","1","72500","1","2","1","2","32","10","0","5","175","/15/20/0/0/30/20/0/35/15/40","10","7","46","/3/4/3/6/6/4/2/7/3/8","35","3","/0/0/1/1/0/0/1/0/0/0","4.5999999999999996447","5","2508.125"
"6.6.1","win","2023-09-07","12:44:55","R_3EMX2prl1fHwmn3","979721780","1","789133","1","2","1","2","32","10","0","5","230","/5/5/5/5/5/25/110/0/0/70","10","8","76","/1/1/1/1/1/5/22/6/24/14","46","2","/0/0/0/0/0/0/0/1/1/0","7.5999999999999996447","5.75","1590.5714285714286688744"
"6.6.1","mac","2023-09-07","13:56:46","R_Xjg9oiHNkcbao7f","979721876","1","91059","1","2","1","2","32","10","0","5","370","/0/30/40/45/50/55/55/0/40/55","10","8","84","/9/6/8/9/10/11/11/1/8/11","74","2","/1/0/0/0/0/0/0/1/0/0","8.4000000000000003553","9.25","4108.1818181818180164555"
"6.6.1","win","2023-09-07","13:56:22","R_2WH9JE3qDbUUn9u","979721848","1","113310","1","2","1","2","32","10","0","5","40","/15/0/20/5/0/0/0/0/0/0","10","4","101","/3/0/4/1/25/7/20/11/8/22","8","6","/0/0/0/0/1/1/1/1/1/1","10.0999999999999996447","2","2058.4090909090909917722"
"6.6.1","win","2023-09-07","13:56:12","R_3kb4pyUrL713MGg","979721847","1","131190","1","2","1","2","32","10","0","5","245","/20/0/0/20/20/25/35/60/0/65","10","7","62","/4/4/5/4/4/5/7/12/4/13","49","3","/0/1/1/0/0/0/0/0/1/0","6.2000000000000001776","7","2412.6153846153847553069"
"6.6.1","win","2023-09-07","12:57:11","R_bkm89b30esCVrz3","979721869","1","79802","1","2","1","2","32","10","0","5","300","/0/0/35/55/0/45/50/60/0/55","10","6","105","/24/4/7/11/11/9/10/12/6/11","60","4","/1/1/0/0/1/0/0/0/1/0","10.5","10","3166.1818181818180164555"
"6.6.3","and","2023-09-07","13:56:46","R_SCs1rQNDV01YLsd","979721867","1","90746","1","2","1","2","32","10","0","5","290","/80/105/0/0/105/0/0/0/0/0","10","3","106","/16/21/1/15/21/16/5/1/2/8","58","7","/0/0/1/1/0/1/1/1/1/1","10.5999999999999996447","19.3333333333333321491","5891.75"
"6.6.1","win","2023-09-07","13:56:48","R_26gXtwprsbog0yx","979721871","1","110607","1","2","1","2","32","10","0","5","410","/0/55/75/0/50/0/40/50/60/80","10","7","108","/15/11/15/4/10/7/8/10/12/16","82","3","/1/0/0/1/0/1/0/0/0/0","10.8000000000000007105","11.7142857142857135244","2270.8125"
"6.6.1","win","2023-09-07","12:56:52","R_2qlMOtqdHJyzKJT","979721864","1","111502","1","2","1","2","32","10","0","5","145","/5/15/0/20/15/20/25/25/20/0","10","8","36","/1/3/5/4/3/4/5/5/4/2","29","2","/0/0/1/0/0/0/0/0/0/1","3.6000000000000000888","3.625","22096.5"
"6.6.1","win","2023-09-07","13:58:05","R_3niMzlvhfjvsLBS","979721891","1","37517","1","2","1","2","32","10","0","5","310","/5/40/35/35/0/35/40/40/40/40","10","9","65","/1/8/7/7/3/7/8/8/8/8","62","1","/0/0/0/0/1/0/0/0/0/0","6.5","6.8888888888888892836","1671.75"
"6.6.1","win","2023-09-07","13:57:22","R_2V2RSnEd9tBEt2A","979721872","1","81386","1","2","1","2","32","10","0","5","300","/75/0/0/55/0/0/35/0/65/70","10","5","107","/15/12/5/11/11/10/7/9/13/14","60","5","/0/1/1/0/1/1/0/1/0/0","10.6999999999999992895","12","2334.4285714285715584992"
"6.6.1","mac","2023-09-07","13:58:23","R_Z1WExdJVI5Teohz","979721888","1","28409","1","2","1","2","32","10","0","5","175","/10/65/0/0/10/15/25/20/30/0","10","8","44","/2/13/5/0/2/3/5/4/6/4","35","2","/0/0/1/0/0/0/0/0/0/1","4.4000000000000003553","4.375","3298.25"
"6.6.1","win","2023-09-07","12:57:24","R_22KtHFf6wcIr8zF","979721874","1","102794","1","2","1","2","32","10","0","5","335","/0/0/0/0/60/70/105/0/100/0","10","4","116","/1/21/14/3/12/14/21/2/20/8","67","6","/1/1/1/1/0/0/0/1/0/1","11.5999999999999996447","16.75","3824.875"
"6.6.1","win","2023-09-07","13:55:07","R_QbtLE3sM5KdFUn7","979721835","1","244865","1","2","1","2","32","10","0","5","200","/0/0/0/0/100/100/0/0/0/0","10","2","137","/27/22/9/3/20/20/16/10/4/6","40","8","/1/1/1/1/0/0/1/1/1/1","13.6999999999999992895","20","9350.1666666666660603369"
"6.6.3","and","2023-09-07","13:55:55","R_3Dd3Xsto9gPQ4Af","979721854","1","180422","1","2","1","2","32","10","0","5","275","/5/10/15/20/25/30/35/40/45/50","10","10","55","/1/2/3/4/5/6/7/8/9/10","55","0","/0/0/0/0/0/0/0/0/0/0","5.5","5.5","4949"
"6.6.1","win","2023-09-07","12:57:59","R_r7rBa1vab90f01r","979721850","1","78273","1","2","1","2","32","10","0","5","240","/35/0/30/35/0/30/25/25/30/30","10","8","64","/7/9/6/7/7/6/5/5/6/6","48","2","/0/1/0/0/1/0/0/0/0/0","6.4000000000000003553","6","5565.6666666666669698316"
"6.6.1","win","2023-09-07","13:57:00","R_3KDPgLdKFmGqg3z","979721868","1","144788","1","2","1","2","32","10","0","5","490","/30/50/60/0/90/115/145/0/0/0","10","6","160","/6/10/12/26/18/23/29/7/14/15","98","4","/0/0/0/1/0/0/0/1/1/1","16","16.3333333333333321491","4658.1333333333332120674"
"6.6.1","win","2023-09-07","13:57:36","R_1mJBant7N9QU2WV","979721880","1","107752","1","2","1","2","32","10","0","5","355","/0/25/40/40/60/0/50/50/35/55","10","8","89","/6/5/8/8/12/12/10/10/7/11","71","2","/1/0/0/0/0/1/0/0/0/0","8.9000000000000003553","8.875","2560.7272727272725205694"
"6.6.1","win","2023-09-07","13:58:41","R_3mjxtmGbxGJ5G0p","979721893","1","67686","1","2","1","2","32","10","0","5","310","/0/0/30/0/65/45/75/0/70/25","10","6","114","/15/10/6/17/13/9/15/10/14/5","62","4","/1/1/0/1/0/0/0/1/0/0","11.4000000000000003553","10.3333333333333339255","3987.4000000000000909495"
"6.6.1","win","2023-09-07","13:55:59","R_2pWvhAZM3qWFQ4n","979721834","1","232022","1","2","1","2","32","10","0","5","320","/20/0/35/0/45/60/0/50/60/50","10","7","78","/4/2/7/1/9/12/11/10/12/10","64","3","/0/1/0/1/0/0/1/0/0/0","7.7999999999999998224","9.1428571428571423496","12801.1000000000003637979"
"6.6.1","win","2023-09-07","12:57:23","R_xDVxkmEXyJMKAkF","979721845","1","154470","1","2","1","2","32","10","0","5","430","/120/0/120/0/0/0/0/0/70/120","10","4","166","/24/20/24/6/16/26/8/4/14/24","86","6","/0/1/0/1/1/1/1/1/0/0","16.6000000000000014211","21.5","2266.0416666666665150842"
"6.6.1","mac","2023-09-07","10:58:59","R_3itb4HMIPdt67L6","979721866","1","71768","1","2","1","2","32","10","0","5","205","/20/30/0/25/10/20/35/10/25/30","10","9","43","/4/6/2/5/2/4/7/2/5/6","41","1","/0/0/1/0/0/0/0/0/0/0","4.2999999999999998224","4.5555555555555553582","3949.5"
"6.6.1","win","2023-09-07","13:56:55","R_BGmDz7FzxyVsIUh","979721855","1","202606","1","2","1","2","32","10","0","5","430","/50/50/55/60/55/50/0/50/0/60","10","8","109","/10/10/11/12/11/10/5/10/18/12","86","2","/0/0/0/0/0/0/1/0/1/0","10.9000000000000003553","10.75","8354.1666666666660603369"
"6.6.1","win","2023-09-07","13:58:27","R_11dbochq3fYxRIM","979721879","1","132142","1","2","1","2","32","10","0","5","210","/50/0/15/25/30/40/25/25/0/0","10","7","51","/10/3/3/5/6/8/5/5/2/4","42","3","/0/1/0/0/0/0/0/0/1/1","5.0999999999999996447","6","14840.25"
"6.6.1","mac","2023-09-07","13:59:19","R_1o0gbYBS9J9U5H","979721883","1","90038","1","2","1","2","32","10","0","5","295","/0/45/50/45/25/0/45/0/60/25","10","7","85","/12/9/10/9/5/9/9/5/12/5","59","3","/1/0/0/0/0/1/0/1/0/0","8.5","8.4285714285714288252","9045.6000000000003637979"
